rated,turns,victory_status,Time,Increment,white_rating,black_rating,opening_name,opening_ply,winner
0,73,0,15,0,1612,1550,30,9,0
1,43,1,15,0,1704,1731,30,10,0
1,173,0,15,0,1719,1758,30,6,0
1,37,1,15,0,1630,1626,30,8,0
0,104,0,15,1,1325,1500,30,8,1
1,73,0,15,1,1409,1297,30,8,0
1,45,0,15,1,1251,1119,30,8,0
1,17,0,15,1,1502,1302,30,6,0
1,73,0,15,1,1409,1297,30,8,0
1,73,0,15,1,1409,1297,30,8,0
1,13,1,15,1,1310,1291,30,8,0
1,73,0,15,1,1409,1297,30,8,0
0,34,1,15,2,2126,1500,30,8,0
0,35,1,15,3,2126,1845,30,8,0
1,14,1,15,5,1142,1150,30,6,1
0,37,1,15,5,1646,1649,30,6,1
1,28,0,15,5,1161,1297,30,6,1
1,73,1,15,5,1678,2205,30,9,1
1,46,1,15,5,1509,1540,30,6,1
1,58,1,15,5,1878,1973,30,20,1
0,51,0,15,5,1430,1104,30,9,0
1,21,1,15,5,1667,1634,30,9,0
1,33,1,15,5,1466,1303,30,7,0
0,81,1,15,5,989,1362,30,7,0
1,39,1,15,5,1527,1371,30,6,0
1,61,0,15,5,1456,1441,30,6,0
1,69,3,15,5,1658,1689,30,6,0
1,105,1,15,5,1502,1603,30,9,0
0,103,1,15,5,1868,1675,30,8,0
1,81,3,15,6,1768,1717,30,8,0
1,104,1,15,8,1030,1352,30,10,1
0,96,1,15,8,2057,1949,30,9,1
1,64,1,15,8,1540,1703,30,13,1
1,52,0,15,8,1103,1283,30,12,1
1,113,0,15,8,1566,1494,30,7,0
1,38,1,15,10,1880,1828,30,9,1
1,54,1,15,10,1895,1813,30,9,1
1,32,1,15,10,1916,1842,30,9,1
1,66,1,15,10,1890,1853,30,6,1
1,52,1,15,10,2140,2244,30,9,1
1,56,1,15,10,1288,1368,30,8,1
0,96,1,15,10,1829,1641,30,8,1
1,56,1,15,10,1754,1537,30,7,1
1,32,1,15,10,1633,1697,30,8,1
1,96,0,15,10,1586,1690,30,8,1
1,92,1,15,10,2017,2070,30,6,1
1,77,1,15,10,1818,2060,30,10,1
1,122,0,15,10,2035,2050,30,8,1
1,85,1,15,10,1844,1809,30,7,0
1,24,1,15,10,1864,1833,30,9,0
1,143,3,15,10,1873,1833,30,6,0
1,79,1,15,10,1839,1819,30,6,0
0,157,0,15,10,1838,1699,30,9,0
0,71,1,15,10,1703,1551,30,5,0
0,33,1,15,10,1722,1745,30,6,0
1,34,1,15,10,1596,1573,30,9,0
1,49,1,15,10,2121,1693,30,11,0
1,29,1,15,10,1694,1838,30,16,0
1,45,0,15,10,1416,1493,30,6,0
1,17,1,15,10,1805,1788,30,10,0
0,46,1,15,10,1868,1614,30,7,0
0,79,3,15,10,1500,1500,30,5,0
1,121,1,15,10,1365,1586,30,8,0
1,29,0,15,10,1612,1662,30,8,0
1,69,1,15,10,1877,2044,30,10,0
1,95,0,15,10,1670,1727,30,6,0
1,119,0,15,10,1644,1589,30,9,0
1,67,0,15,10,1660,1614,30,7,0
1,53,1,15,12,1931,1915,30,6,0
1,34,1,15,15,1167,1122,30,6,1
1,58,1,15,15,1178,1391,30,6,1
1,58,0,15,15,981,1127,30,6,1
1,74,1,15,15,1461,1490,30,6,1
1,50,1,15,15,1581,1596,30,8,1
0,52,1,15,15,1621,1500,30,13,1
0,81,1,15,15,1621,1903,30,15,1
1,98,1,15,15,1525,1605,30,11,1
1,40,1,15,15,1335,1360,30,7,1
1,154,1,15,15,1785,1527,30,6,1
1,34,1,15,15,1807,2179,30,6,1
1,24,1,15,15,1828,2035,30,18,1
1,24,1,15,15,1808,1894,30,7,1
1,46,0,15,15,1641,1500,30,8,1
1,51,1,15,15,1175,1329,30,10,0
1,51,0,15,15,1164,1293,30,10,0
1,19,1,15,15,1100,1116,30,6,0
1,63,1,15,15,1398,1416,30,8,0
1,31,0,15,15,1428,1318,30,6,0
0,40,1,15,15,2126,2047,30,9,0
1,21,1,15,15,1433,1306,30,11,0
1,52,1,15,15,1500,1589,30,8,0
0,47,1,15,15,1523,1524,30,8,0
1,34,1,15,15,1664,1649,30,12,0
1,47,0,15,15,1427,1444,30,8,0
1,93,1,15,15,1608,1500,30,6,0
1,101,1,15,15,1763,1649,30,8,0
1,91,0,15,15,1533,1456,30,6,0
1,42,1,15,15,1445,1464,30,6,0
1,15,0,15,15,1680,1530,30,7,0
1,55,1,15,15,1810,1749,30,8,0
0,40,3,15,30,2443,1747,30,9,1
1,81,0,15,30,1387,1447,30,5,0
1,24,1,15,30,1941,1626,30,10,0
1,81,0,15,30,1387,1447,30,5,0
1,40,3,14,12,1895,1953,30,10,1
1,72,1,14,14,1505,1628,30,6,1
1,73,1,14,14,1445,1454,30,6,0
1,62,0,13,0,1500,1621,30,6,1
1,62,0,13,0,1500,1621,30,6,1
1,76,1,12,0,1536,1726,30,6,1
1,62,0,12,0,1120,1775,30,8,1
0,96,1,12,3,1696,1789,30,6,1
1,80,0,12,5,1362,1458,30,6,1
1,52,1,12,10,1726,1686,30,7,1
1,19,1,12,10,2181,1830,30,6,0
1,54,0,10,0,1795,1784,30,6,1
1,90,1,10,0,1884,1768,30,7,1
1,67,1,10,0,1464,1495,30,9,1
1,106,0,10,0,1623,1623,30,6,1
1,92,0,10,0,1414,1624,30,6,1
1,34,1,10,0,1558,1358,30,15,1
1,92,1,10,0,1164,1263,30,8,1
1,52,3,10,0,1245,1228,30,5,1
1,68,1,10,0,1437,1476,30,6,1
1,47,1,10,0,1735,1733,30,5,1
1,54,1,10,0,1705,1719,30,6,1
1,35,1,10,0,1374,1613,30,6,1
1,70,0,10,0,1250,1286,30,6,1
1,72,0,10,0,1268,1392,30,6,1
1,34,1,10,0,1259,1417,30,8,1
0,24,1,10,0,1501,1606,30,7,1
1,42,0,10,0,1511,1490,30,8,1
1,90,1,10,0,1686,1701,30,6,1
1,64,1,10,0,1610,1691,30,5,1
1,60,1,10,0,1553,1953,30,5,1
1,174,0,10,0,1528,1564,30,7,1
1,42,0,10,0,1486,2125,30,9,1
1,24,0,10,0,1460,1327,30,6,1
1,92,0,10,0,1778,2264,30,9,1
0,36,1,10,0,1778,2264,30,8,1
0,38,0,10,0,1500,1287,30,8,1
1,94,0,10,0,1719,1765,30,6,1
1,44,0,10,0,1714,1771,30,6,1
1,26,0,10,0,1391,1774,30,6,1
1,56,0,10,0,1302,1696,30,6,1
0,36,1,10,0,1350,1480,30,6,1
0,52,1,10,0,1500,1480,30,6,1
0,54,1,10,0,1316,1480,30,6,1
1,56,1,10,0,1941,1925,30,9,1
1,28,1,10,0,1455,1480,30,6,1
1,60,0,10,0,1488,1478,30,6,1
1,98,1,10,0,1746,1466,30,6,1
1,10,1,10,0,1570,2090,30,7,1
1,122,0,10,0,1106,1143,30,6,1
1,132,0,10,0,1502,1530,30,5,1
1,64,0,10,0,1534,1528,30,6,1
1,46,3,10,0,1696,1797,30,6,1
1,26,0,10,0,1167,1627,30,6,1
0,50,1,10,0,1424,1454,30,6,1
0,39,1,10,0,1414,1651,30,6,1
1,24,1,10,0,1365,1751,30,6,1
1,42,1,10,0,1686,1731,30,6,1
1,128,1,10,0,1553,1717,30,6,1
1,30,1,10,0,1341,1484,30,6,1
1,56,1,10,0,1499,1519,30,6,1
1,88,0,10,0,1860,1496,30,8,1
1,98,1,10,0,2227,2271,30,9,1
1,59,1,10,0,1357,1369,30,7,1
1,44,0,10,0,1418,1432,30,6,1
1,50,1,10,0,1495,1831,30,8,1
1,44,1,10,0,1299,2221,30,6,1
1,44,0,10,0,1167,1346,30,6,1
1,114,0,10,0,1386,1683,30,10,1
1,24,1,10,0,1472,1599,30,6,1
1,29,1,10,0,1650,1585,30,6,1
1,51,1,10,0,1647,1562,30,8,1
1,36,1,10,0,1202,1513,30,6,1
0,170,0,10,0,1569,1366,30,7,1
0,60,3,10,0,1665,1421,30,7,1
1,168,1,10,0,2188,2168,30,15,1
1,62,3,10,0,1303,1634,30,6,1
1,114,0,10,0,1500,1566,30,9,1
0,48,0,10,0,1384,2139,30,9,1
1,50,1,10,0,1612,1529,30,6,1
1,52,1,10,0,2111,2084,30,8,1
1,33,1,10,0,1500,1471,30,6,1
1,128,1,10,0,1610,1627,30,8,1
1,47,1,10,0,1735,1733,30,5,1
1,54,1,10,0,1705,1719,30,6,1
1,53,1,10,0,1694,2041,30,9,1
1,124,0,10,0,1532,1650,30,6,1
1,34,0,10,0,1539,1537,30,6,1
1,30,1,10,0,1564,1478,30,6,1
1,56,1,10,0,1719,1710,30,6,1
1,36,0,10,0,1573,1541,30,6,1
1,135,1,10,0,1941,2012,30,18,1
1,112,3,10,0,1960,1992,30,7,1
1,102,1,10,0,1518,1458,30,8,1
1,106,1,10,0,1489,1501,30,9,1
1,84,0,10,0,1443,1469,30,10,1
1,62,1,10,0,1834,2132,30,9,1
1,100,0,10,0,1646,1860,30,9,1
1,70,1,10,0,1559,1852,30,9,1
1,102,1,10,0,1629,1897,30,9,1
1,54,0,10,0,1795,1784,30,6,1
1,90,1,10,0,1884,1768,30,7,1
1,62,3,10,0,1303,1634,30,6,1
1,86,1,10,0,1832,1807,30,6,1
1,68,1,10,0,1338,1326,30,7,1
1,62,0,10,0,1454,1488,30,6,1
1,54,1,10,0,1411,1407,30,6,1
1,60,1,10,0,1435,1404,30,6,1
1,52,3,10,0,1415,1431,30,6,1
1,44,1,10,0,1249,1355,30,8,1
1,58,1,10,0,1899,1741,30,6,1
0,68,1,10,0,1399,1554,30,6,1
1,80,1,10,0,1590,1651,30,8,1
1,54,1,10,0,1499,1667,30,7,1
1,58,0,10,0,1469,1609,30,6,1
1,60,1,10,0,1715,1804,30,8,1
1,92,1,10,0,1877,1733,30,10,1
1,46,0,10,0,1558,1796,30,6,1
1,56,0,10,0,1573,1653,30,6,1
1,34,1,10,0,1835,1733,30,28,1
1,128,1,10,0,1732,1850,30,7,1
1,110,1,10,0,1456,1767,30,6,1
1,58,0,10,0,1807,1687,30,9,1
1,70,1,10,0,1398,1661,30,10,1
1,36,0,10,0,1592,1624,30,6,1
1,58,0,10,0,1399,1233,30,6,1
1,70,1,10,0,1902,2261,30,6,1
1,42,1,10,0,1560,1563,30,7,1
0,142,0,10,0,1500,1703,30,9,1
1,46,1,10,0,1805,1815,30,9,1
1,38,1,10,0,1878,1729,30,9,1
1,136,1,10,0,1411,1430,30,6,1
1,54,1,10,0,1444,1435,30,6,1
1,62,3,10,0,1303,1634,30,6,1
1,70,1,10,0,1375,1500,30,6,1
1,60,1,10,0,1608,2012,30,10,1
1,60,1,10,0,1731,1958,30,6,1
1,154,3,10,0,1382,1605,30,8,1
0,56,1,10,0,1500,1500,30,7,1
1,65,3,10,0,1853,1774,30,6,0
1,44,1,10,0,1845,1846,30,8,0
1,113,0,10,0,1232,1234,30,7,0
1,11,1,10,0,1290,1371,30,9,0
1,25,1,10,0,1442,1183,30,8,0
1,79,3,10,0,1439,1171,30,10,0
1,49,1,10,0,2334,1836,30,6,0
1,41,0,10,0,2312,1663,30,6,0
1,43,1,10,0,2200,1810,30,8,0
0,35,1,10,0,1551,1625,30,9,0
0,75,1,10,0,2203,1862,30,6,0
0,50,1,10,0,1704,1862,30,6,0
1,23,1,10,0,1893,1624,30,6,0
1,45,0,10,0,1882,1602,30,6,0
1,37,1,10,0,1903,1648,30,6,0
1,73,1,10,0,1890,1617,30,8,0
1,59,0,10,0,1500,1603,30,6,0
1,33,0,10,0,1257,1141,30,6,0
1,97,3,10,0,1264,1327,30,11,0
1,23,0,10,0,1260,1233,30,9,0
1,29,0,10,0,1783,1249,30,8,0
0,37,1,10,0,1662,1501,30,6,0
0,65,1,10,0,1501,1619,30,6,0
0,55,0,10,0,1585,1501,30,6,0
1,53,1,10,0,1414,1182,30,6,0
0,41,0,10,0,1699,1500,30,8,0
1,73,1,10,0,1716,1856,30,8,0
1,77,1,10,0,1570,1565,30,8,0
1,75,0,10,0,1569,1349,30,5,0
1,109,0,10,0,1775,1558,30,9,0
1,33,1,10,0,1985,1009,30,6,0
0,81,1,10,0,1500,1018,30,6,0
1,17,1,10,0,1460,1483,30,7,0
1,39,1,10,0,1883,1373,30,10,0
1,35,1,10,0,1863,1349,30,8,0
1,33,1,10,0,2086,1350,30,11,0
0,61,1,10,0,1381,1500,30,6,0
1,79,1,10,0,1609,1754,30,6,0
1,37,0,10,0,1467,1454,30,5,0
1,51,1,10,0,1385,1637,30,10,0
1,65,0,10,0,1155,1510,30,5,0
1,53,1,10,0,1617,2024,30,9,0
1,23,1,10,0,1644,1638,30,8,0
0,71,1,10,0,1082,1480,30,6,0
1,23,1,10,0,1635,1583,30,6,0
1,51,0,10,0,1567,1494,30,6,0
1,35,1,10,0,1533,1532,30,7,0
1,99,0,10,0,1628,1560,30,9,0
1,35,1,10,0,1671,1594,30,7,0
1,83,0,10,0,1298,1398,30,6,0
1,133,1,10,0,1423,1418,30,6,0
1,101,0,10,0,1908,1498,30,6,0
1,25,0,10,0,1197,1176,30,6,0
0,85,1,10,0,1751,1838,30,6,0
1,117,1,10,0,2203,2346,30,10,0
1,81,0,10,0,1388,1356,30,6,0
1,25,1,10,0,1147,1520,30,13,0
1,47,1,10,0,1451,1477,30,6,0
1,44,1,10,0,1427,1359,30,8,0
0,41,0,10,0,2296,1319,30,5,0
0,39,0,10,0,2294,1319,30,5,0
1,73,1,10,0,2242,1967,30,9,0
1,43,0,10,0,1684,1700,30,6,0
1,41,1,10,0,1850,1904,30,6,0
1,119,0,10,0,1826,1772,30,6,0
1,35,1,10,0,1582,1199,30,6,0
1,99,0,10,0,1746,1523,30,7,0
1,57,0,10,0,1510,1412,30,6,0
0,27,1,10,0,1869,1964,30,10,0
1,23,1,10,0,1730,1290,30,8,0
1,31,1,10,0,1524,1160,30,9,0
1,11,0,10,0,1402,1191,30,6,0
1,101,0,10,0,1854,1523,30,6,0
1,71,1,10,0,1856,1517,30,5,0
1,95,3,10,0,1422,1635,30,8,0
1,47,1,10,0,1407,1222,30,6,0
1,103,1,10,0,1546,1357,30,6,0
1,143,0,10,0,1705,1655,30,10,0
1,139,0,10,0,1701,1621,30,8,0
1,29,1,10,0,1373,1445,30,6,0
1,59,1,10,0,1922,1629,30,7,0
1,23,1,10,0,1589,1569,30,8,0
1,33,1,10,0,1633,1550,30,10,0
1,81,1,10,0,1776,1829,30,6,0
1,23,1,10,0,1337,1567,30,5,0
1,101,0,10,0,1394,1442,30,5,0
1,75,1,10,0,1743,1738,30,6,0
1,55,1,10,0,2051,2072,30,6,0
1,83,1,10,0,1391,1263,30,7,0
1,55,1,10,0,2051,2072,30,6,0
1,47,0,10,0,1278,1530,30,6,0
1,24,1,10,0,1267,1344,30,8,0
1,111,0,10,0,1500,1503,30,6,0
0,51,1,10,0,1500,1651,30,6,0
1,83,0,10,0,2080,1639,30,6,0
1,63,1,10,0,1968,1626,30,6,0
1,39,1,10,0,1428,1659,30,8,0
1,113,0,10,0,2082,1509,30,10,0
1,49,0,10,0,1546,1478,30,6,0
1,47,1,10,0,1529,1551,30,6,0
1,47,0,10,0,1672,1437,30,8,0
0,109,0,10,0,1427,1493,30,9,0
0,47,0,10,0,1427,1493,30,9,0
1,43,1,10,0,1638,1500,30,10,0
0,115,0,10,0,1800,1973,30,8,0
1,19,0,10,0,1933,1564,30,6,0
1,43,1,10,0,1806,1493,30,6,0
0,41,0,10,0,1699,1500,30,8,0
1,121,0,10,0,1442,1181,30,6,0
1,40,1,10,0,2211,1871,30,6,0
1,81,1,10,0,2140,1521,30,6,0
1,21,1,10,0,2159,1749,30,9,0
0,61,0,10,0,1024,1151,30,6,0
1,47,0,10,0,1278,1530,30,6,0
1,24,1,10,0,1267,1344,30,8,0
1,125,1,10,0,1798,1836,30,7,0
1,81,1,10,0,1808,1798,30,6,0
1,117,0,10,0,1815,1683,30,6,0
1,29,1,10,0,1300,1233,30,7,0
1,67,0,10,0,1425,1400,30,6,0
1,27,1,10,0,1912,1340,30,10,0
1,133,0,10,0,1993,1615,30,6,0
1,109,3,10,0,2105,1867,30,8,0
1,47,1,10,0,2097,1898,30,6,0
0,109,0,10,0,1427,1493,30,9,0
0,47,0,10,0,1427,1493,30,9,0
1,43,1,10,0,1638,1500,30,10,0
1,23,0,10,0,1192,1279,30,5,0
1,43,1,10,0,1892,1470,30,8,0
1,55,1,10,0,1886,1706,30,11,0
1,67,1,10,0,1914,1897,30,8,0
1,25,1,10,0,1453,1258,30,7,0
1,27,0,10,0,1435,1456,30,7,0
0,105,0,10,0,1500,1554,30,6,0
1,53,1,10,0,1882,1828,30,8,0
1,45,0,10,0,1786,1474,30,8,0
1,30,1,10,0,1604,1700,30,9,0
1,57,1,10,0,1698,1293,30,6,0
1,55,1,10,0,1978,1711,30,8,0
1,43,1,10,0,2329,1613,30,12,0
1,27,0,10,0,1900,1806,30,6,0
0,15,0,10,0,1500,1500,30,6,0
1,65,1,10,0,1421,1429,30,6,0
1,37,0,10,0,1329,1443,30,6,0
1,71,1,10,0,1846,1551,30,8,0
0,91,1,10,0,1747,1692,30,6,0
1,80,1,10,0,1836,1884,30,8,0
1,44,1,10,0,1801,1697,30,9,0
0,17,1,10,0,1970,1710,30,6,0
1,73,0,10,0,1611,1423,30,7,0
1,123,1,10,0,1392,1479,30,7,0
1,49,1,10,0,1694,1721,30,6,0
0,53,1,10,0,1885,1645,30,6,0
1,49,0,10,0,2208,1885,30,6,0
1,32,1,10,0,1700,1263,30,6,0
1,107,3,10,0,1684,1053,30,9,0
1,54,1,10,0,1405,1041,30,6,0
1,17,1,10,0,1467,1372,30,6,0
0,35,1,10,0,1500,1190,30,6,0
1,53,0,10,0,2264,1842,30,8,0
1,39,1,10,0,1760,1904,30,9,0
1,95,1,10,0,2041,1987,30,6,0
1,45,0,10,0,1717,1595,30,8,0
0,41,0,10,0,2296,1319,30,5,0
0,39,0,10,0,2294,1319,30,5,0
1,69,3,10,0,1794,1791,30,8,0
1,47,0,10,0,1278,1530,30,6,0
1,24,1,10,0,1267,1344,30,8,0
1,11,1,10,0,1290,1371,30,9,0
1,15,1,10,0,1463,1122,30,8,0
1,57,1,10,0,1393,1163,30,8,0
1,25,1,10,0,1340,1178,30,6,0
1,61,1,10,0,1857,1916,30,28,0
1,63,0,10,0,1731,1653,30,9,0
1,69,1,10,0,1721,1697,30,7,0
1,55,0,10,0,1762,1747,30,6,0
1,147,0,10,0,1601,1341,30,9,0
0,65,1,10,0,1500,1500,30,8,0
0,62,1,10,1,2209,1500,30,6,1
1,57,1,10,1,1466,1657,30,6,1
1,49,1,10,1,1642,1541,30,8,0
1,55,1,10,1,1879,1747,30,10,0
0,54,3,10,2,1839,1673,30,16,1
0,50,1,10,2,1839,1673,30,11,1
1,41,1,10,2,1833,1609,30,10,1
1,60,0,10,2,1576,1656,30,6,1
1,24,0,10,2,1350,1286,30,6,1
1,20,1,10,2,1240,1297,30,7,1
0,40,1,10,3,1850,1804,30,5,1
1,88,1,10,3,1404,1326,30,6,1
0,40,1,10,3,1850,1804,30,5,1
0,31,1,10,3,1500,1209,30,8,0
1,20,1,10,4,1674,1862,30,10,1
1,46,1,10,4,1834,1994,30,8,1
1,46,1,10,4,1834,1994,30,8,1
1,76,0,10,5,2070,2203,30,13,1
1,36,0,10,5,1547,1801,30,6,1
1,60,0,10,5,1799,1611,30,9,1
1,48,1,10,5,1603,2001,30,13,1
0,23,1,10,5,1144,1500,30,6,1
0,44,1,10,5,1061,1602,30,7,1
1,85,1,10,5,1663,1706,30,6,1
1,80,1,10,5,1420,1443,30,6,1
1,85,1,10,5,1663,1706,30,6,1
0,74,0,10,5,1262,1397,30,9,1
1,56,1,10,5,1449,1475,30,6,1
0,32,3,10,5,1600,1542,30,6,1
0,73,0,10,5,1901,1164,30,8,0
0,149,0,10,5,1402,1341,30,8,0
1,75,1,10,5,2290,2205,30,9,0
1,35,0,10,5,1106,1273,30,6,0
1,115,1,10,5,2095,2029,30,6,0
0,29,0,10,5,1500,1437,30,8,0
1,71,1,10,5,1225,1378,30,6,0
0,37,0,10,5,1500,1416,30,10,0
0,57,1,10,5,1527,1500,30,12,0
0,149,0,10,5,1402,1341,30,8,0
1,87,3,10,5,1777,1807,30,6,0
0,98,1,10,5,1500,2008,30,6,0
1,69,0,10,5,1500,1299,30,11,0
0,95,1,10,5,1589,1553,30,7,0
0,40,1,10,5,1589,1664,30,6,0
0,15,1,10,5,1589,1691,30,8,0
1,43,0,10,8,1376,1351,30,6,0
0,48,0,10,10,1859,1479,30,6,1
1,30,3,10,10,1224,1372,30,5,1
1,166,0,10,10,1523,1556,30,6,1
0,33,1,10,10,1600,1581,30,9,1
1,70,0,10,10,1281,1427,30,9,1
1,44,0,10,10,1454,1260,30,9,1
1,63,1,10,10,1847,1895,30,8,0
1,41,1,10,10,2291,2144,30,10,0
0,25,1,10,10,1953,1500,30,5,0
0,47,0,10,10,1440,1770,30,10,0
0,87,1,10,10,1550,1536,30,9,0
0,79,0,10,10,1550,1536,30,6,0
0,41,1,10,10,1600,1609,30,7,0
1,69,1,10,10,2110,2395,30,6,0
1,16,0,10,15,1265,1625,30,8,1
1,59,1,10,15,1900,1647,30,9,0
1,117,0,10,15,1595,1583,30,5,0
1,117,0,10,15,1595,1583,30,5,0
1,93,1,10,20,1321,1430,30,5,0
1,27,1,10,20,1381,1575,30,10,0
1,113,1,9,0,2215,1961,30,18,0
0,49,0,9,0,1952,1563,30,5,0
0,91,1,9,0,2056,1684,30,6,0
1,53,1,9,1,1856,1903,30,8,1
0,111,1,9,2,2045,1768,30,6,0
0,26,0,9,8,999,1368,30,9,1
1,50,1,9,10,2003,1985,30,6,1
1,37,1,9,10,1979,1826,30,8,0
1,57,0,9,10,1860,1991,30,7,0
0,65,1,9,12,1474,1254,30,10,0
1,64,1,8,0,2458,2424,30,17,1
0,106,1,8,0,1564,1689,30,9,1
1,114,0,8,0,1934,1949,30,9,1
1,32,1,8,0,1732,1839,30,6,1
1,28,1,8,0,1668,1808,30,6,1
1,40,1,8,0,1612,1891,30,5,1
1,96,0,8,0,1400,1135,30,5,1
1,48,3,8,0,1706,1874,30,6,1
1,68,0,8,0,1719,1737,30,5,1
0,119,0,8,0,1873,1851,30,6,0
0,37,0,8,0,1873,1541,30,6,0
1,75,1,8,0,2074,2013,30,6,0
1,64,1,8,0,1488,1309,30,8,0
1,99,1,8,0,1492,1691,30,8,0
1,43,0,8,0,1495,1474,30,6,0
1,85,3,8,0,1593,1434,30,5,0
1,74,1,8,0,2016,1889,30,8,0
1,93,1,8,0,1806,1736,30,6,0
1,68,0,8,4,1783,1754,30,8,1
1,102,0,8,5,1453,1466,30,6,1
1,25,0,8,8,1354,1186,30,6,0
1,29,3,8,10,1222,1356,30,6,0
1,87,1,8,10,1480,1349,30,6,0
1,51,1,8,11,2061,1432,30,6,0
1,28,1,7,2,1289,2108,30,9,1
1,100,0,7,2,1200,1252,30,17,1
1,64,0,7,2,1303,1175,30,10,1
1,74,0,7,2,1264,1288,30,17,1
0,73,1,7,2,1670,1543,30,6,1
0,28,1,7,2,1206,1517,30,6,1
1,28,1,7,2,1289,2108,30,9,1
1,28,1,7,2,1289,2108,30,9,1
1,28,1,7,2,1289,2108,30,9,1
1,59,0,7,2,1500,1299,30,7,0
1,75,0,7,2,1473,1221,30,10,0
1,75,0,7,2,1427,1213,30,7,0
1,77,3,7,2,1278,1204,30,10,0
1,75,0,7,2,1473,1221,30,10,0
1,53,1,7,2,1439,1341,30,8,0
1,59,0,7,2,1500,1299,30,7,0
1,69,1,7,2,1913,1504,30,7,0
1,59,0,7,2,1500,1299,30,7,0
1,69,1,7,2,1913,1504,30,7,0
1,59,0,7,2,1500,1299,30,7,0
1,83,1,7,4,1739,2143,30,9,1
1,110,1,7,7,2271,2322,30,9,1
1,23,3,7,7,1464,1362,30,6,0
1,53,3,7,8,1888,1744,30,6,0
0,33,1,7,8,1575,1190,30,7,0
1,84,1,7,10,1490,1672,30,6,1
1,35,1,7,10,1600,1621,30,5,1
0,138,1,6,4,2119,1500,30,10,1
1,75,0,6,4,1463,1341,30,6,0
1,27,1,6,4,1500,1379,30,6,0
1,16,1,6,5,1509,1439,30,7,1
1,26,1,6,5,1427,1389,30,6,1
1,38,1,6,5,1739,1606,30,6,1
1,41,1,6,5,1566,1493,30,6,0
1,17,0,6,5,1417,1435,30,6,0
1,69,0,6,5,1409,1289,30,8,0
1,30,1,6,6,1715,1886,30,8,1
1,20,1,6,8,1678,1675,30,6,1
1,84,0,6,8,1207,1232,30,5,1
1,98,1,6,10,2015,2397,30,9,1
1,106,3,6,10,2009,2126,30,9,1
0,32,3,5,5,1500,2021,30,28,1
1,14,1,5,5,1670,1881,30,6,1
1,56,1,5,5,2451,2270,30,9,1
1,58,1,5,5,2201,2266,30,6,1
1,40,1,5,5,1291,1471,30,6,1
1,154,0,5,5,1498,1274,30,6,1
1,94,1,5,5,1278,1582,30,6,1
1,60,0,5,5,1700,1991,30,6,1
1,60,1,5,5,1807,2042,30,22,1
0,72,1,5,5,2136,1931,30,8,1
1,23,3,5,5,1370,1257,30,6,0
0,57,0,5,5,1874,1765,30,10,0
0,75,1,5,5,2222,2126,30,12,0
1,85,3,5,5,1737,1745,30,6,0
0,109,0,5,5,2157,1569,30,12,0
0,64,1,5,5,2045,1500,30,6,0
1,69,1,5,5,1044,1181,30,7,0
1,67,1,5,5,1500,1626,30,6,0
1,117,1,5,5,1362,1471,30,6,0
1,83,0,5,5,1943,1772,30,6,0
1,47,1,5,5,1693,1834,30,8,0
1,23,3,5,5,1370,1257,30,6,0
0,109,1,5,5,2136,1931,30,8,0
0,33,1,5,5,2136,1931,30,8,0
1,61,1,5,5,1653,1222,30,8,0
1,72,3,5,6,2050,2044,30,6,1
1,64,3,5,6,1928,1920,30,13,1
1,30,0,5,7,1629,1645,30,6,1
1,54,1,5,8,2009,1404,30,6,1
1,110,1,5,8,1500,1288,30,6,1
1,130,1,5,8,2130,2296,30,8,1
1,74,1,5,8,1571,1389,30,6,1
1,38,1,5,8,1689,1432,30,6,1
1,60,0,5,8,1480,1419,30,8,1
1,23,1,5,8,1798,1250,30,10,0
1,117,1,5,8,1721,1621,30,6,0
0,145,0,5,8,1474,1607,30,6,0
1,27,1,5,8,1531,1579,30,8,0
1,65,1,5,8,1711,1713,30,8,0
1,14,1,5,8,1895,1750,30,7,0
1,61,0,5,8,1066,1174,30,7,0
1,37,1,5,8,1662,1596,30,15,0
1,65,1,5,8,1731,1623,30,6,0
0,113,1,5,8,1693,1500,30,8,0
1,49,1,5,10,1397,1459,30,6,1
0,50,1,5,10,2069,1500,30,6,1
1,70,3,5,10,1500,1652,30,6,1
1,80,1,5,10,1291,1494,30,8,1
0,28,0,5,10,1205,1365,30,9,1
0,73,1,5,12,1420,1571,30,9,0
1,74,1,5,15,1823,1880,30,6,1
0,56,1,5,60,1802,2468,30,8,1
0,45,1,5,60,1500,1500,30,18,0
1,96,0,4,6,1866,1772,30,6,1
1,55,1,4,6,1810,1623,30,6,0
1,6,3,4,8,1966,1616,30,6,1
1,72,1,3,8,1526,2229,30,9,1
0,36,0,3,8,1921,2009,30,8,1
1,45,1,3,8,2000,2289,30,28,1
1,15,1,3,8,1551,1535,30,10,0
1,63,1,1,15,1699,1752,30,6,0
1,71,0,0,12,1516,1508,30,6,0
1,114,0,20,0,1370,1639,29,5,1
1,113,1,20,10,1817,2085,29,5,0
0,138,0,15,15,2214,2253,29,5,1
1,40,1,15,15,1514,1672,29,5,0
1,40,0,12,10,1843,2220,29,5,1
1,79,1,10,0,1734,1688,29,5,1
1,48,1,10,0,1901,1718,29,5,1
1,52,0,10,0,1850,1905,29,5,1
0,42,0,10,0,1500,1500,29,5,1
0,99,0,10,0,1808,1191,29,5,0
